Brand,Variety,Style,Country,Stars,Top_Ten,Style_Missing,Review #,Review #,Review #
Nissin,Cup Noodles Spicy,Cup,Germany,3.75,"
",0,0.9678169833268709,1.619937563025233,7.823245690685523
Nissin,Soba Thai,Pack,Germany,4.5,"
",0,0.967429236138038,1.61859488787975,7.822845290279774
Nissin,Cup Noodles Huhn (Chicken),Cup,Germany,3.75,"
",0,0.9670414889492052,1.617252212734267,7.822444729489319
Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,"
",0,0.9666537417603722,1.6159095375887842,7.822044008185619
Nissin,Cup Noodles Curry,Cup,Germany,3.75,"
",0,0.9662659945715394,1.6145668624433012,7.821643126239982
Nissin,Smack Chili,Pack,Hungary,3.75,"
",0,0.9658782473827064,1.6132241872978181,7.821242083523558
Nissin,Soba Yakitori Chicken,Cup,Germany,5,"
",0,0.9654905001938736,1.611881512152335,7.820840879907344
Nissin,Demae Ramen Garlic Chicken,Pack,Germany,3.5,"
",0,0.9651027530050407,1.610538837006852,7.820439515262181
Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,"
",0,0.9647150058162078,1.609196161861369,7.820037989458753
Nissin,Demae Ramen Thai Tom Yum,Pack,Germany,3.75,"
",0,0.964327258627375,1.607853486715886,7.819636302367592
Nissin,Soba Sukiyaki Beef,Cup,Germany,4.5,"
",0,0.9639395114385421,1.6065108115704032,7.81923445385907
Nissin,Demae Ramen Spicy,Pack,Germany,3.5,"
",0,0.9635517642497092,1.6051681364249202,7.818832443803404
Nissin,Cup Noodles Shrimps,Cup,Germany,3,"
",0,0.9631640170608763,1.6038254612794371,7.818430272070656
Nissin,Demae Ramen Tokyo Soy Sauce,Pack,Germany,4,"
",0,0.9627762698720435,1.6024827861339541,7.818027938530729
Paldo,Bul Jjamppong,Bowl,South Korea,5,"
",0,0.9623885226832105,1.601140110988471,7.81762544305337
TTL,Chicken With Chinese Shaoxing Wine,Pack,Taiwan,4.75,"
",0,0.9620007754943777,1.599797435842988,7.817222785508166
Samyang Foods,Buldak Bokkeummyun,Cup,South Korea,3.75,"
",0,0.9616130283055447,1.5984547606975053,7.8168199657645525
Acecook,Pork Wantan Men,Bowl,Japan,4.25,"
",0,0.9612252811167119,1.5971120855520222,7.816416983691801
E-Zee,Instant Noodles Chicken Flavour,Pack,Malaysia,4,"
",0,0.9608375339278791,1.5957694104065392,7.8160138391590275
Kiki Noodle,Scallion Oil & Soy Sauce Noodle,Pack,Taiwan,5,"
",0,0.9604497867390461,1.5944267352610562,7.8156105320351905
Kiki Noodle,Sichuan Spices Flavor Noodle,Pack,Taiwan,5,"
",0,0.9600620395502133,1.5930840601155731,7.815207062189088
Samyang Foods,Kimchi Stew Ramyun,Bowl,South Korea,4,"
",0,0.9596742923613804,1.59174138497009,7.814803429489359
Maruchan,Seimen Red Spicy Dandan Men,Bowl,Japan,4.75,"
",0,0.9592865451725475,1.5903987098246073,7.814399633804487
Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4.25,"
",0,0.9588987979837146,1.5890560346791243,7.813995675002791
Tokyo Noodle,Mini Instant Noodle Mild Curry Flavor,Pack,Japan,2,"
",0,0.9585110507948817,1.5877133595336412,7.813591552952433
GGE,Noodle Snack Wheat Cracks Seaweed Flavor,Pack,Taiwan,3.5,"
",0,0.9581233036060489,1.5863706843881582,7.813187267521416
Nissin,Cup Noodles Mini Seafood Flavour,Cup,Hong Kong,5,"
",0,0.957735556417216,1.5850280092426752,7.812782818577581
Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,USA,3.75,"
",0,0.9573478092283831,1.5836853340971921,7.81237820598861
KOKA,Signature Curry Flavor Instant Noodles,Cup,Singapore,3.5,"
",0,0.9569600620395502,1.5823426589517093,7.8119734296220225
Acecook,Dossari Yasai Chanpon,Cup,Japan,4.25,"
",0,0.9565723148507174,1.5809999838062263,7.81156848934518
Paldo,Volcano Curry Kkokkomyun,Pack,South Korea,3.5,"
",0,0.9561845676618844,1.5796573086607433,7.811163385025279
Sau Tao,Instant Noodle King Pepper Duck Flavour Soup,Pack,Hong Kong,4,"
",0,0.9557968204730516,1.5783146335152602,7.810758116529357
Nissin,Cup Noodles XO Sauce Seafood,Cup,China,3.75,"
",0,0.9554090732842186,1.5769719583697772,7.81035268372429
Wang,Extreme Spicy Hot Chicken Flavor Udon,Bowl,South Korea,2,"
",0,0.9550213260953858,1.5756292832242942,7.80994708647679
Nissin,Gekikara Ramen Rasa Pedas,Pack,Indonesia,3.25,"
",0,0.954633578906553,1.5742866080788112,7.80954132465341
TTL,Sesame Oil Chicken Noodle With Rice Wine,Bowl,Taiwan,5,"
",0,0.95424583171772,1.5729439329333283,7.809135398120538
Fujiwara,Hokkaido Hakodate Shio Ramen,Pack,Japan,4.5,"
",0,0.9538580845288872,1.5716012577878453,7.808729306744399
Daifuku,Katsuo Bowl Udon,Bowl,USA,5,"
",0,0.9534703373400543,1.5702585826423623,7.8083230503910555
Nissin,Cup Noodles MUG Shoyu & Seafood,Pack,Japan,3.5,"
",0,0.9530825901512214,1.5689159074968793,7.807916628926408
Samyang Foods,Sari Ramen,Pack,South Korea,Unrated,"
",0,0.9526948429623885,1.5675732323513962,7.807510042216193
KOKA,Instant Noodles Chicken Satay Flavour,Pack,Singapore,3.5,"
",0,0.9523070957735557,1.5662305572059132,7.80710329012598
KOKA,Signature Spicy Singapore Fried Noodles Instant Noodles,Pack,Singapore,4.25,"
",0,0.9519193485847227,1.5648878820604304,7.806696372521179
KOKA,Creamy Soup With Crushed Noodles Sweet Corn Flavor,Cup,Singapore,5,"
",0,0.9515316013958899,1.5635452069149474,7.806289289267033
KOKA,Silk Beef Pho Flavor Instant Rice Fettuccine,Bowl,Singapore,3.25,"
",0,0.951143854207057,1.5622025317694643,7.805882040228621
KOKA,Delight Spicy Sesame Flavor Instant Non-Fried Noodles,Pack,Singapore,4.5,"
",0,0.9507561070182241,1.5608598566239813,7.805474625270857
KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,"
",0,0.9503683598293913,1.5595171814784983,7.8050670442584895
KOKA,Delight Spicy Black Pepper Flavor Instant Non-Fried Noodles,Pack,Singapore,5,"
",0,0.9499806126405583,1.5581745063330152,7.804659297056102
KOKA,Purple Wheat Noodles Chili & Lime Flavor,Pack,Singapore,4,"
",0,0.9495928654517255,1.5568318311875324,7.804251383528112
KOKA,Delight Tomato Flavor Instant Non-Fried Noodles,Pack,Singapore,5,"
",0,0.9492051182628926,1.5554891560420494,7.803843303538772
KOKA,Seafood Flavor Instant Noodles,Cup,Singapore,3.5,"
",0,0.9488173710740597,1.5541464808965664,7.803435056952168
KOKA,Signature Stir-Fry Original Flavor Instant Noodles,Pack,Singapore,3,"
",0,0.9484296238852269,1.5528038057510833,7.803026643632217
KOKA,Creamy Soup Witrh Crushed Noodles Curry Flavor,Cup,Singapore,5,"
",0,0.948041876696394,1.5514611306056003,7.802618063442671
KOKA,Delight Laksa Singapura Flavor Instant Non-Fried Noodles,Pack,Singapore,4.25,"
",0,0.9476541295075611,1.5501184554601173,7.802209316247118
KOKA,Silk Spicy Marinara Instant Rice Fettuccine,Bowl,Singapore,5,"
",0,0.9472663823187282,1.5487757803146343,7.801800401908973
KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,3.75,"
",0,0.9468786351298953,1.5474331051691514,7.8013913202914855
Nissin,Cup Noodles Sopa Nissin Hot Sauce Con Camaron,Cup,Mexico,3.5,"
",0,0.9464908879410624,1.5460904300236684,7.8009820712577405
MyKuali,Penang Hokkien Prawn Flavor Noodle,Box,Japan,5,"
",0,0.9461031407522296,1.5447477548781854,7.80057265467065
Master Kong,Roasted Pork Noodle,Pack,China,4.5,"
",0,0.9457153935633966,1.5434050797327024,7.80016307039296
Uni-President,Man Han Feast Super Hot Pot Beef Flavor Instant Noodles,Bowl,Taiwan,5,"
",0,0.9453276463745638,1.5420624045872193,7.799753318287247
World O' Noodle,Mi Goreng Original Flavour Fried Noodles,Pack,Indonesia,5,"
",0,0.944939899185731,1.5407197294417363,7.79934339821592
Nissin,Raoh Nojyuku Toro Tonkotsu Ramen,Bowl,Japan,4.5,"
",0,0.944552151996898,1.5393770542962535,7.798933310041217
Kang Shi Fu,Artificial Dongpo's Braised Pork Flavour,Pack,Hong Kong,4.75,"
",0,0.9441644048080652,1.5380343791507705,7.798523053625206
Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,"
",0,0.9437766576192322,1.5366917040052874,7.798112628829788
Happy Cook,Old Beijing Fried Bean Sauce Noodle,Pack,Taiwan,4.25,"
",0,0.9433889104303994,1.5353490288598044,7.79770203551669
Nissin,Cup Noodles Indonesia Mie Goreng,Cup,Japan,3.75,"
",0,0.9430011632415665,1.5340063537143214,7.797291273547472
Fashion Food,Yummy Spicy Rice Soup With Seafood,Bowl,Thailand,3.5,"
",0,0.9426134160527336,1.5326636785688383,7.796880342783522
Dream Kitchen,Udon Japanese Style Fresh Noodle,Bowl,USA,3.75,"
",0,0.9422256688639007,1.5313210034233555,7.796469243086058
MyKuali,MeeKuali Bihun Sup Rempah Perisa Daging,Pack,Malaysia,5,"
",0,0.9418379216750679,1.5299783282778725,7.796057974316123
New Touch,T's Restaurant Sura Tanmen,Cup,Japan,4,"
",0,0.941450174486235,1.5286356531323895,7.795646536334594
TTL,Sesame Oil Chicken With Rice Wine Noodle,Bowl,Taiwan,5,"
",0,0.9410624272974021,1.5272929779869064,7.795234929002173
Ajinatori,HALAL Chicken Shoyu Sauce Ramen,Pack,Japan,2.5,"
",0,0.9406746801085692,1.5259503028414234,7.794823152179389
Dr. McDougall's,Vegan Pad Thai Noodle Soup,Cup,USA,0,"
",0,0.9402869329197363,1.5246076276959404,7.794411205726601
Nissin,Seafood Flavour Rice Vermicelli,Cup,Hong Kong,5,"
",0,0.9398991857309035,1.5232649525504574,7.793999089503996
Samyang Foods,Cheese Type Buldak Bokkeummyun (Black Pkg),Pack,South Korea,3.75,"
",0,0.9395114385420705,1.5219222774049745,7.793586803371584
Ve Wong,Kung-Fu Instant Oriental Noodles Soup Artificial Onion Flavor,Pack,Taiwan,3.5,"
",0,0.9391236913532377,1.5205796022594915,7.793174347189205
Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,"
",0,0.9387359441644049,1.5192369271140085,7.792761720816526
Uni-President,Baseball Snack Noodle,Pack,Taiwan,5,"
",0,0.9383481969755719,1.5178942519685255,7.792348924113037
Nissin,Cup Noodles Spicy Seafood Flavor,Cup,China,3.75,"
",0,0.9379604497867391,1.5165515768230424,7.791935956938058
MyKuali,Penang Red Tom Yum Goong,Box,Japan,5,"
",0,0.9375727025979061,1.5152089016775594,7.791522819150732
Myojo,Yomise No Yakisoba Karashi Mentaiko Flavor,Tray,Japan,4.5,"
",0,0.9371849554090733,1.5138662265320766,7.791109510610028
Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,3.75,"
",0,0.9367972082202404,1.5125235513865936,7.790696031174738
Xiuhe,Hot & Sour Beef Noodles,Bowl,China,4.25,"
",0,0.9364094610314075,1.5111808762411105,7.790282380703483
Nissin,Kitsune Udon Donbei (West),Bowl,Japan,5,"
",0,0.9360217138425746,1.5098382010956275,7.789868559054706
Little Cook,Thailand Green Curry Instant Noodle,Bowl,Taiwan,5,"
",0,0.9356339666537418,1.5084955259501445,7.789454566086673
Nissin,Cup Noodles Beef Flavour,Cup,Hong Kong,2.5,"
",0,0.9352462194649089,1.5071528508046614,7.789040401657477
Shirakiku,Sanukiya Udon Shrimp Flavor,Pack,USA,3.25,"
",0,0.934858472276076,1.5058101756591786,7.7886260656250315
Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,USA,3.75,"
",0,0.9344707250872432,1.5044675005136956,7.788211557847076
Mama Pat's,Lamb Stew Flavor Instant Ramen Noodles,Pack,USA,3.75,"
",0,0.9340829778984102,1.5031248253682126,7.787796878181171
Mama Pat's,Seafood Gumbo Flavor Instant Ramen Noodles,Pack,USA,3.5,"
",0,0.9336952307095774,1.5017821502227295,7.787382026484701
Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,USA,3.75,"
",0,0.9333074835207444,1.5004394750772465,7.786967002614872
Just Way,Chuan Wei Spicy Guan-miao Noodles,Pack,Taiwan,4.5,"
",0,0.9329197363319116,1.4990967999317635,7.786551806428712
Sichuan Guangyou,Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor,Pack,China,0.25,"
",0,0.9325319891430787,1.4977541247862804,7.786136437783072
Nissin,Cup Noodles Mini Spicy Seafood,Cup,Hong Kong,4,"
",0,0.9321442419542458,1.4964114496407976,7.785720896534624
MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,"
",0,0.931756494765413,1.4950687744953146,7.785305182539862
Goku-Uma,Yakisoba Japanese Style Noodle,Bowl,USA,4.75,"
",0,0.9313687475765801,1.4937260993498316,7.784889295655098
Maggi,Nutri-licious Pazzta Tomato Twist,Pack,India,3.75,"
",0,0.9309810003877472,1.4923834242043486,7.784473235736469
Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Bowl,China,5,"
",0,0.9305932531989143,1.4910407490588655,7.784057002639929
Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,"
",0,0.9302055060100815,1.4896980739133825,7.783640596221253
Indomie,My Noodles Mi Goreng Pizza Cheese,Pack,Indonesia,4,"
",0,0.9298177588212485,1.4883553987678997,7.783224016336037
Liang Cheng Mai,Shaanxi Cold Noodle: Mustard Spicy,Tray,China,1,"
",0,0.9294300116324157,1.4870127236224167,7.782807262839695
Samyang Foods,Cheese Buldak Bokkeummyun (Black),Bowl,South Korea,4,"
",0,0.9290422644435828,1.4856700484769336,7.7823903355874595
Maggi,2 Minute Noodles Chicken Flavour,Pack,Fiji,3.25,"
",0,0.9286545172547499,1.4843273733314506,7.781973234434385
Master Kong,Chicken Flavor Instant Noolde,Pack,China,4.25,"
",0,0.9282667700659171,1.4829846981859676,7.78155595923534
Nissin,Cup Noodles Prawn Flavour,Cup,Hong Kong,3.75,"
",0,0.9278790228770841,1.4816420230404845,7.781138509845015
Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,"
",0,0.9274912756882513,1.4802993478950017,7.780720886117918
MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,"
",0,0.9271035284994184,1.4789566727495187,7.780303087908373
Ottogi,Jin Jjambbong Spicy Seafood Ramyun,Pack,South Korea,5,"
",0,0.9267157813105855,1.4776139976040357,7.779885115070522
Nissin,Rice Vermicelli Pickled Vegetable Pork Flavour,Cup,Hong Kong,3.75,"
",0,0.9263280341217526,1.4762713224585526,7.779466967458324
Gefen,Imitation Chicken Flavor,Cup,USA,4,"
",0,0.9259402869329197,1.4749286473130696,7.779048644925556
Hua Feng,Three Fresh Delicacies Instant Noodle,Pack,China,4.25,"
",0,0.9255525397440869,1.4735859721675866,7.77863014732581
Nissin,Demae Iccho Sesame Oil Flavour Instant Noodle,Bowl,Hong Kong,3.5,"
",0,0.925164792555254,1.4722432970221038,7.778211474512493
Maggi,2 Minute Noodles Curry Flavour,Pack,Fiji,4,"
",0,0.9247770453664211,1.4709006218766207,7.77779262633883
Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,"
",0,0.9243892981775882,1.4695579467311377,7.777373602657861
Sichuan Guangyou,9999 Chongqing Artificial Beef Flavor Instant Noodle,Pack,China,4.25,"
",0,0.9240015509887554,1.4682152715856547,7.776954403322442
Nissin,Cup Noodles Beef Flavor Ramen Noodle Soup (New Recipe),Cup,USA,3.5,"
",0,0.9236138037999224,1.4668725964401716,7.776535028185241
Nongshim,Seaweed Instant Noodle,Cup,South Korea,0.5,"
",0,0.9232260566110896,1.4655299212946886,7.776115477098742
Nissin,Demae Iccho Seafood Flavour Instant Noodle,Cup,Hong Kong,4.75,"
",0,0.9228383094222568,1.4641872461492056,7.775695749915245
Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,3.75,"
",0,0.9224505622334238,1.4628445710037228,7.7752758464868625
Nissin,Cup Noodles Hot & Spicy Shrimp Flavor Ramen Noodle Soup (New Recipe),Cup,USA,2.5,"
",0,0.922062815044591,1.4615018958582398,7.77485576666552
Sau Tao,Non-Fried Mix Noodle Black Pepper XO Sauce Flavoured,Pack,Hong Kong,4.5,"
",0,0.921675067855758,1.4601592207127567,7.774435510302958
